date	phot_tot	phos_storm	solids_tot	solids_storm
6/9/1993	42.15	42.15	9.11	9.11
6/10/1993	25.46	11	8.61	8.6
6/11/1993	16.3	11	8.6	8.6
6/12/1993	11	11	9.01	8.6
6/13/1993	23.47	23.47	13.11	5.05
6/14/1993	99.79	23.47	19.37	5.05
6/15/1993	27.97	23.47	5.05	5.05
6/16/1993	33.31	33.31	2.6	2.6
6/17/1993	141.7	33.31	12.43	2.6
6/18/1993	634.71	33.31	89.85	2.6
6/19/1993	51.25	28.24	4.81	3.43
6/20/1993	41.19	28.24	4.39	3.43
6/21/1993	28.24	28.24	3.43	3.43
6/22/1993	20.28	15.08	2.82	2.65
6/23/1993	15.98	15.08	2.65	2.65
6/24/1993	15.08	15.08	3	2.65
6/25/1993	15.92	8.98	3.75	3.03
6/26/1993	10.89	8.98	3.07	3.03
6/27/1993	8.98	8.98	3.03	3.03
6/28/1993	83.54	39.05	20.35	5.73
6/29/1993	39.05	39.05	5.73	5.73
6/30/1993	1556.26	39.05	473.3	5.73
7/1/1993	78.43	71.73	11.56	9.08
7/2/1993	71.73	71.73	9.64	9.08
7/3/1993	73.82	71.73	9.08	9.08
7/4/1993	75.34	75.34	8.48	8.48
7/5/1993	466.67	75.34	86.03	8.48
7/6/1993	263.68	75.34	80.49	8.48
7/7/1993	150.39	150.39	50.71	50.71
7/8/1993	188.36	150.39	53.8	50.71
7/9/1993	2980.53	150.39	741.31	50.71
7/10/1993	1880	94.31	430	13.09
7/11/1993	956	94.31	340	13.09
7/12/1993	94.31	94.31	13.09	13.09
7/13/1993	76.79	53.04	10.92	7.87
7/14/1993	65.77	53.04	9.55	7.87
7/15/1993	53.04	53.04	7.87	7.87
7/16/1993	46.58	46.58	7.07	7.07
7/17/1993	523.27	46.58	177.13	7.07
7/18/1993	87.45	46.58	13.9	7.07
7/19/1993	50.78	37.56	5.73	4.34
7/20/1993	40.34	37.56	4.49	4.34
7/21/1993	37.56	37.56	4.34	4.34
7/22/1993	34.72	33.47	4.18	4.18
7/23/1993	33.94	33.47	4.24	4.18
7/24/1993	33.47	33.47	4.35	4.18
7/25/1993	39.79	30.6	5.37	4.29
7/26/1993	30.6	30.6	4.29	4.29
7/27/1993	32.18	30.6	4.7	4.29
7/28/1993	33.72	25.82	5.11	4.23
7/29/1993	27.7	25.82	4.36	4.23
7/30/1993	25.82	25.82	4.23	4.23
7/31/1993	80	24.96	6.11	4.56
8/1/1993	70	24.96	6.1	4.56
8/2/1993	24.96	24.96	4.56	4.56
8/3/1993	23.19	20.6	4.24	3.73
8/4/1993	21.28	20.6	3.87	3.73
8/5/1993	20.6	20.6	3.73	3.73
8/6/1993	22.37	19.33	4.03	3.44
8/7/1993	20.16	19.33	3.61	3.44
8/8/1993	19.33	19.33	3.44	3.44
8/9/1993	33	17.86	3.88	3.13
8/10/1993	39	17.86	3.82	3.13
8/11/1993	17.86	17.86	3.13	3.13
8/12/1993	16.91	16.68	2.95	2.89
8/13/1993	16.68	16.68	2.89	2.89
8/14/1993	54.28	16.68	10.47	2.89
8/15/1993	391.78	24.21	110.56	3.21
8/16/1993	54.03	24.21	7.76	3.21
8/17/1993	24.21	24.21	3.21	3.21
8/18/1993	143.12	32.64	28.23	3.93
8/19/1993	78.04	32.64	11.24	3.93
8/20/1993	32.64	32.64	3.93	3.93
8/21/1993	28.11	26.76	3.29	3.04
8/22/1993	26.76	26.76	3.04	3.04
8/23/1993	61	26.76	4.06	3.04
8/24/1993	25.63	19.89	2.75	2.02
8/25/1993	21.47	19.89	2.24	2.02
8/26/1993	19.89	19.89	2.02	2.02
8/27/1993	18.93	17.66	1.87	1.69
8/28/1993	17.66	17.66	1.69	1.69
8/29/1993	70	17.66	2.9	1.69
8/30/1993	24.25	16.82	2.2	1.52
8/31/1993	19.23	16.82	1.74	1.52
9/1/1993	16.82	16.82	1.52	1.52
9/2/1993	14.38	12.79	1.3	1.15
9/3/1993	13.98	12.79	1.26	1.15
9/4/1993	12.79	12.79	1.15	1.15
9/5/1993	11.6	10.2	1.04	0.92
9/6/1993	11.02	10.2	0.99	0.92
9/7/1993	10.2	10.2	0.92	0.92
9/8/1993	10.15	9.41	0.91	0.84
9/9/1993	9.75	9.41	0.87	0.84
9/10/1993	9.41	9.41	0.84	0.84
9/11/1993	8.98	8.98	0.8	0.8
9/12/1993	9.12	8.98	0.82	0.8
9/13/1993	10.44	8.98	0.93	0.8
9/14/1993	11.62	7.6	1.04	0.68
9/15/1993	8.71	7.6	0.78	0.68
9/16/1993	7.6	7.6	0.68	0.68
9/17/1993	7.52	7.07	0.67	0.64
9/18/1993	7.32	7.07	0.66	0.64
9/19/1993	7.07	7.07	0.64	0.64
9/20/1993	7.98	7.45	0.72	0.67
9/21/1993	8.09	7.45	0.73	0.67
9/22/1993	7.45	7.45	0.67	0.67
9/23/1993	6.79	6.38	0.62	0.58
9/24/1993	6.38	6.38	0.58	0.58
9/25/1993	6.72	6.38	0.61	0.58
9/26/1993	7.57	6.41	0.69	0.59
9/27/1993	6.98	6.41	0.64	0.59
9/28/1993	6.41	6.41	0.59	0.59
9/29/1993	5.97	5.51	0.55	0.13
9/30/1993	5.72	5.51	0.53	0.13
10/1/1993	5.51	5.51	0.13	0.13
10/2/1993	5.34	5.12	0.13	0.12
10/3/1993	5.12	5.12	0.12	0.12
10/4/1993	5.3	5.12	0.13	0.12
10/5/1993	5.3	5.3	0.13	0.13
10/6/1993	7.7	5.3	0.14	0.13
10/7/1993	7.9	5.3	0.14	0.13
10/8/1993	6.4	5.68	0.14	0.14
10/9/1993	13	5.68	2.5	0.14
10/10/1993	5.68	5.68	0.14	0.14
10/11/1993	5.25	4.63	0.13	0.12
10/12/1993	4.93	4.63	0.13	0.12
10/13/1993	4.63	4.63	0.12	0.12
10/14/1993	4.45	4.39	0.12	0.12
10/15/1993	4.39	4.39	0.13	0.12
10/16/1993	4.64	4.39	0.14	0.12
10/17/1993	3.87	3.49	0.12	0.12
10/18/1993	3.63	3.49	0.12	0.12
10/19/1993	3.49	3.49	0.12	0.12
10/20/1993	3.36	2.86	0.12	0.11
10/21/1993	3.23	2.86	0.12	0.11
10/22/1993	2.86	2.86	0.11	0.11
10/23/1993	2.83	2.68	0.12	0.12
10/24/1993	2.73	2.68	0.12	0.12
10/25/1993	2.68	2.68	0.12	0.12
10/26/1993	2.63	2.52	0.13	0.13
10/27/1993	2.52	2.52	0.13	0.13
10/28/1993	2.69	2.52	0.15	0.13
10/29/1993	2.43	2.26	0.15	0.15
10/30/1993	2.32	2.26	0.15	0.15
10/31/1993	2.26	2.26	0.16	0.15
11/1/1993	2.19	2.1	0.17	0.17
11/2/1993	2.1	2.1	0.17	0.17
11/3/1993	2.13	2.1	0.18	0.17
11/4/1993	2.19	2.12	0.19	0.19
11/5/1993	2.18	2.12	0.19	0.19
11/6/1993	2.12	2.12	0.19	0.19
11/7/1993	2.13	2.06	0.19	0.19
11/8/1993	2.08	2.06	0.19	0.19
11/9/1993	2.06	2.06	0.19	0.19
11/10/1993	2.02	2.02	0.19	0.19
11/11/1993	2.04	2.02	0.19	0.19
11/12/1993	2.13	2.02	0.2	0.19
11/13/1993	5.6	2.18	1.1	0.22
11/14/1993	3.2	2.18	0.64	0.22
11/15/1993	2.18	2.18	0.22	0.22
11/16/1993	2.18	2.18	0.22	0.22
11/17/1993	2.18	2.18	0.22	0.22
11/18/1993	2.19	2.18	0.23	0.22
11/19/1993	2.27	2.08	0.24	0.22
11/20/1993	2.22	2.08	0.24	0.22
11/21/1993	2.08	2.08	0.22	0.22
11/22/1993	2.08	1.99	0.23	0.22
11/23/1993	2.06	1.99	0.23	0.22
11/24/1993	1.99	1.99	0.22	0.22
11/25/1993	2.18	2.18	0.25	0.25
11/26/1993	3.5	2.18	0.7	0.25
11/27/1993	4.8	2.18	0.95	0.25
11/28/1993	2.09	1.94	0.25	0.25
11/29/1993	2.01	1.94	0.25	0.25
11/30/1993	1.94	1.94	0.25	0.25
12/1/1993	1.88	1.88	0.24	0.24
12/2/1993	1.89	1.88	0.25	0.24
12/3/1993	1.95	1.88	0.26	0.24
12/4/1993	1.95	1.95	0.26	0.26
12/5/1993	2.09	1.95	0.28	0.26
12/6/1993	2.17	1.95	0.29	0.26
12/7/1993	2.05	2.04	0.27	0.27
12/8/1993	2.04	2.04	0.27	0.27
12/9/1993	2.05	2.04	0.27	0.27
12/10/1993	2.06	2.02	0.27	0.26
12/11/1993	2.02	2.02	0.26	0.26
12/12/1993	2.03	2.02	0.26	0.26
12/13/1993	2.11	2.11	0.27	0.27
12/14/1993	2.2	2.11	0.28	0.27
12/15/1993	2.21	2.11	0.28	0.27
12/16/1993	2.22	2.22	0.28	0.28
12/17/1993	2.28	2.22	0.29	0.28
12/18/1993	2.34	2.22	0.29	0.28
12/19/1993	2.35	2.26	0.29	0.28
12/20/1993	2.32	2.26	0.29	0.28
12/21/1993	2.26	2.26	0.28	0.28
12/22/1993	2.06	2.01	0.25	0.24
12/23/1993	2.07	2.01	0.25	0.24
12/24/1993	2.01	2.01	0.24	0.24
12/25/1993	1.95	1.95	0.23	0.23
12/26/1993	1.95	1.95	0.23	0.23
12/27/1993	1.96	1.95	0.23	0.23
12/28/1993	1.83	1.83	0.22	0.22
12/29/1993	1.84	1.83	0.22	0.22
12/30/1993	1.85	1.83	0.22	0.22
12/31/1993	1.93	1.93	0.22	0.22
1/1/1994	2.09	1.93	0.24	0.22
1/2/1994	2.1	1.93	0.24	0.22
1/3/1994	2.03	2	0.23	0.23
1/4/1994	2.04	2	0.23	0.23
1/5/1994	2	2	0.24	0.23
1/6/1994	1.95	1.95	0.24	0.24
1/7/1994	1.99	1.95	0.25	0.24
1/8/1994	2.02	1.95	0.26	0.24
1/9/1994	2.13	2.13	0.29	0.29
1/10/1994	2.25	2.13	0.31	0.29
1/11/1994	2.37	2.13	0.34	0.29
1/12/1994	2.33	2.14	0.35	0.34
1/13/1994	2.19	2.14	0.34	0.34
1/14/1994	2.14	2.14	0.34	0.34
1/15/1994	1.99	1.99	0.33	0.33
1/16/1994	2.02	1.99	0.35	0.33
1/17/1994	2.01	1.99	0.35	0.33
1/18/1994	1.99	1.99	0.36	0.36
1/19/1994	2.03	1.99	0.38	0.36
1/20/1994	2.06	1.99	0.4	0.36
1/21/1994	2.09	2.09	0.42	0.42
1/22/1994	2.23	2.09	0.46	0.42
1/23/1994	2.37	2.09	0.51	0.42
1/24/1994	2.46	2.46	0.55	0.55
1/25/1994	2.55	2.46	0.59	0.55
1/26/1994	2.59	2.46	0.61	0.55
1/27/1994	2.58	2.39	0.6	0.53
1/28/1994	2.51	2.39	0.57	0.53
1/29/1994	2.39	2.39	0.53	0.53
1/30/1994	2.33	2.25	0.5	0.46
1/31/1994	2.26	2.25	0.47	0.46
2/1/1994	2.25	2.25	0.46	0.46
2/2/1994	2.24	2.21	0.45	0.42
2/3/1994	2.23	2.21	0.43	0.42
2/4/1994	2.21	2.21	0.42	0.42
2/5/1994	2.2	2.13	0.41	0.37
2/6/1994	2.19	2.13	0.4	0.37
2/7/1994	2.13	2.13	0.37	0.37
2/8/1994	2.07	2	0.35	0.33
2/9/1994	2.06	2	0.34	0.33
2/10/1994	2	2	0.33	0.33
2/11/1994	1.98	1.97	0.32	0.31
2/12/1994	1.97	1.97	0.31	0.31
2/13/1994	2.01	1.97	0.31	0.31
2/14/1994	2.05	2.04	0.3	0.3
2/15/1994	2.04	2.04	0.3	0.3
2/16/1994	2.1	2.04	0.32	0.3
2/17/1994	2.12	2.12	0.34	0.34
2/18/1994	3.47	2.12	0.77	0.34
2/19/1994	3780	2.12	1580	0.34
2/20/1994	270	6.1	66	0.64
2/21/1994	20	6.1	2.3	0.64
2/22/1994	6.1	6.1	0.64	0.64
2/23/1994	2.86	2.69	0.63	0.63
2/24/1994	2.78	2.69	0.65	0.63
2/25/1994	2.69	2.69	0.66	0.63
2/26/1994	2.5	2.41	0.65	0.65
2/27/1994	2.41	2.41	0.66	0.65
2/28/1994	2.48	2.41	0.71	0.65
3/1/1994	2.54	2.54	0.77	0.77
3/2/1994	2.67	2.54	0.85	0.77
3/3/1994	3.76	2.54	1.27	0.77
3/4/1994	1863.89	83.15	778.08	9.59
3/5/1994	383.05	83.15	93.86	9.59
3/6/1994	83.15	83.15	9.59	9.59
3/7/1994	25	11.9	3.1	1.24
3/8/1994	15.77	11.9	1.66	1.24
3/9/1994	11.9	11.9	1.24	1.24
3/10/1994	9.66	8.51	1	0.87
3/11/1994	8.65	8.51	0.89	0.87
3/12/1994	8.51	8.51	0.87	0.87
3/13/1994	7.69	7.23	0.78	0.72
3/14/1994	7.23	7.23	0.73	0.72
3/15/1994	7.23	7.23	0.72	0.72
3/16/1994	6.39	5.32	0.63	0.51
3/17/1994	5.6	5.32	0.54	0.51
3/18/1994	5.32	5.32	0.51	0.51
3/19/1994	4.86	4.56	0.46	0.42
3/20/1994	4.56	4.56	0.42	0.42
3/21/1994	9.6	4.56	0.87	0.42
3/22/1994	4.31	3.42	0.39	0.3
3/23/1994	3.78	3.42	0.34	0.3
3/24/1994	3.42	3.42	0.3	0.3
3/25/1994	2.83	2.59	0.24	0.22
3/26/1994	2.69	2.59	0.23	0.22
3/27/1994	2.59	2.59	0.22	0.22
3/28/1994	2.38	1.84	0.2	0.15
3/29/1994	2.12	1.84	0.17	0.15
3/30/1994	1.84	1.84	0.15	0.15
3/31/1994	1.69	1.46	0.13	0.11
4/1/1994	1.57	1.46	0.12	0.11
4/2/1994	1.46	1.46	0.11	0.11
4/3/1994	1.3	1.21	0.1	0.09
4/4/1994	1.21	1.21	0.09	0.09
4/5/1994	1.22	1.21	0.09	0.09
4/6/1994	1.06	0.89	0.08	0.06
4/7/1994	0.95	0.89	0.07	0.06
4/8/1994	0.89	0.89	0.06	0.06
4/9/1994	0.83	0.66	0.06	0.04
4/10/1994	0.76	0.66	0.05	0.04
4/11/1994	0.66	0.66	0.04	0.04
4/12/1994	5.4	1.15	0.41	0.08
4/13/1994	6.8	1.15	0.56	0.08
4/14/1994	1.15	1.15	0.08	0.08
4/15/1994	8.2	1.34	0.7	0.1
4/16/1994	1.38	1.34	0.1	0.1
4/17/1994	1.34	1.34	0.1	0.1
4/18/1994	1.47	1.47	0.11	0.11
4/19/1994	1.53	1.47	0.12	0.11
4/20/1994	1.53	1.47	0.12	0.11
4/21/1994	1.78	1.78	0.14	0.14
4/22/1994	1.94	1.78	0.15	0.14
4/23/1994	2.11	1.78	0.17	0.14
4/24/1994	2.57	2.57	0.21	0.21
4/25/1994	3.35	2.57	0.28	0.21
4/26/1994	71	2.57	12	0.21
4/27/1994	4.44	4.44	0.38	0.38
4/28/1994	4.45	4.44	0.38	0.38
4/29/1994	4.78	4.44	0.41	0.38
4/30/1994	5.36	4.67	0.45	0.37
5/1/1994	5.84	4.67	0.48	0.37
5/2/1994	4.67	4.67	0.37	0.37
5/3/1994	4.19	4.14	0.33	0.31
5/4/1994	4.17	4.14	0.32	0.31
5/5/1994	4.14	4.14	0.31	0.31
5/6/1994	4.12	4.12	0.3	0.29
5/7/1994	4.35	4.12	0.31	0.29
5/8/1994	4.18	4.12	0.29	0.29
5/9/1994	3.77	3.37	0.26	0.22
5/10/1994	3.42	3.37	0.23	0.22
5/11/1994	3.37	3.37	0.22	0.22
5/12/1994	3.35	3.24	0.21	0.2
5/13/1994	3.24	3.24	0.2	0.2
5/14/1994	3.26	3.24	0.2	0.2
5/15/1994	3.56	2.88	0.21	0.17
5/16/1994	2.94	2.88	0.17	0.17
5/17/1994	2.88	2.88	0.17	0.17
5/18/1994	2.86	2.81	0.16	0.16
5/19/1994	2.81	2.81	0.17	0.16
5/20/1994	2.99	2.81	0.2	0.16
5/21/1994	2.97	2.97	0.23	0.23
5/22/1994	3.05	2.97	0.26	0.23
5/23/1994	4.47	2.97	0.43	0.23
5/24/1994	7	4.57	0.61	0.53
5/25/1994	4.57	4.57	0.53	0.53
5/26/1994	4.79	4.57	0.62	0.53
5/27/1994	4.09	3.9	0.59	0.59
5/28/1994	3.9	3.9	0.62	0.59
5/29/1994	3.98	3.9	0.71	0.59
5/30/1994	4.19	3.74	0.83	0.81
5/31/1994	4.12	3.74	0.89	0.81
6/1/1994	3.74	3.74	0.81	0.81
6/2/1994	3.85	3.67	0.82	0.77
6/3/1994	3.67	3.67	0.77	0.77
6/4/1994	3.8	3.67	0.79	0.77
6/5/1994	3.84	3.82	0.79	0.77
6/6/1994	3.82	3.82	0.77	0.77
6/7/1994	4.29	3.82	0.85	0.77
6/8/1994	4.39	3.89	0.86	0.76
6/9/1994	3.89	3.89	0.76	0.76
6/10/1994	4.15	3.89	0.8	0.76
6/11/1994	4.74	4.51	0.9	0.84
6/12/1994	4.51	4.51	0.84	0.84
6/13/1994	6.4	4.51	1.06	0.84
6/14/1994	5.04	3.99	0.91	0.69
6/15/1994	4.34	3.99	0.76	0.69
6/16/1994	3.99	3.99	0.69	0.69
6/17/1994	3.71	3.71	0.62	0.61
6/18/1994	3.77	3.71	0.62	0.61
6/19/1994	3.8	3.71	0.61	0.61
6/20/1994	57.18	6.07	7.42	0.68
6/21/1994	10.84	6.07	1.11	0.68
6/22/1994	6.07	6.07	0.68	0.68
6/23/1994	266.58	19.61	78.22	1.78
6/24/1994	225.89	19.61	48.94	1.78
6/25/1994	19.61	19.61	1.78	1.78
6/26/1994	11.94	5.63	0.99	0.4
6/27/1994	7.95	5.63	0.61	0.4
6/28/1994	5.63	5.63	0.4	0.4
6/29/1994	4.87	4.2	0.36	0.34
6/30/1994	4.42	4.2	0.34	0.34
7/1/1994	4.2	4.2	0.34	0.34
7/2/1994	3.77	3.54	0.33	0.32
7/3/1994	3.54	3.54	0.32	0.32
7/4/1994	291.13	3.54	78.19	0.32
7/5/1994	105.27	16.44	17.56	1.54
7/6/1994	21.45	16.44	2.37	1.54
7/7/1994	16.44	16.44	1.54	1.54
7/8/1994	57	9.33	15	0.62
7/9/1994	16.75	9.33	2.2	0.62
7/10/1994	9.33	9.33	0.62	0.62
7/11/1994	6.5	5.23	0.38	0.3
7/12/1994	5.23	5.23	0.3	0.3
7/13/1994	6.03	5.23	0.55	0.3
7/14/1994	133.88	11.75	181.76	4.19
7/15/1994	17.47	11.75	8.46	4.19
7/16/1994	11.75	11.75	4.19	4.19
7/17/1994	10.01	6.32	2.62	0.88
7/18/1994	7.69	6.32	1.47	0.88
7/19/1994	6.32	6.32	0.88	0.88
7/20/1994	225.51	7.06	54.32	0.98
7/21/1994	10.22	7.06	1.78	0.98
7/22/1994	7.06	7.06	0.98	0.98
7/23/1994	5.05	2.91	0.55	0.21
7/24/1994	3.73	2.91	0.33	0.21
7/25/1994	2.91	2.91	0.21	0.21
7/26/1994	2.75	2.6	0.19	0.18
7/27/1994	2.68	2.6	0.19	0.18
7/28/1994	2.6	2.6	0.18	0.18
7/29/1994	2.49	2.44	0.18	0.18
7/30/1994	2.46	2.44	0.18	0.18
7/31/1994	2.44	2.44	0.18	0.18
8/1/1994	2.37	2.37	0.18	0.18
8/2/1994	6.5	2.37	0.66	0.18
8/3/1994	8.9	2.37	1	0.18
8/4/1994	14	2.26	1.9	0.18
8/5/1994	2.5	2.26	0.2	0.18
8/6/1994	2.26	2.26	0.18	0.18
8/7/1994	2.23	2.01	0.18	0.16
8/8/1994	2.23	2.01	0.18	0.16
8/9/1994	2.01	2.01	0.16	0.16
8/10/1994	8.6	2.63	0.99	0.21
8/11/1994	7	2.63	0.74	0.21
8/12/1994	2.63	2.63	0.21	0.21
8/13/1994	2.69	2.45	0.21	0.19
8/14/1994	2.51	2.45	0.2	0.19
8/15/1994	2.45	2.45	0.19	0.19
8/16/1994	2.39	2.39	0.18	0.18
8/17/1994	2.46	2.39	0.19	0.18
8/18/1994	8.6	2.39	0.99	0.18
8/19/1994	3.78	3.24	0.62	0.24
8/20/1994	3.74	3.24	0.28	0.24
8/21/1994	3.24	3.24	0.24	0.24
8/22/1994	3.09	3.05	0.23	0.21
8/23/1994	3.11	3.05	0.23	0.21
8/24/1994	3.05	3.05	0.21	0.21
8/25/1994	2.85	2.85	0.19	0.19
8/26/1994	5.4	2.85	0.51	0.19
8/27/1994	3.15	2.85	0.2	0.19
8/28/1994	2.78	2.52	0.17	0.15
8/29/1994	2.52	2.52	0.15	0.15
8/30/1994	2.72	2.52	0.16	0.15
8/31/1994	2.85	2.54	0.16	0.14
9/1/1994	2.54	2.54	0.14	0.14
9/2/1994	2.58	2.54	0.14	0.14
9/3/1994	3.69	3.04	0.55	0.15
9/4/1994	5.7	3.04	0.39	0.15
9/5/1994	3.04	3.04	0.15	0.15
9/6/1994	2.8	2.56	0.14	0.13
9/7/1994	2.56	2.56	0.13	0.13
9/8/1994	2.57	2.56	0.13	0.13
9/9/1994	2.87	2.07	0.15	0.11
9/10/1994	2.4	2.07	0.12	0.11
9/11/1994	2.07	2.07	0.11	0.11
9/12/1994	2.02	1.98	0.11	0.11
9/13/1994	2	1.98	0.11	0.11
9/14/1994	1.98	1.98	0.11	0.11
9/15/1994	2.05	1.98	0.12	0.11
9/16/1994	2.09	1.98	0.12	0.11
9/17/1994	1.98	1.98	0.11	0.11
9/18/1994	1.93	1.91	0.11	0.11
9/19/1994	1.92	1.91	0.12	0.11
9/20/1994	1.91	1.91	0.12	0.11
9/21/1994	1.92	1.92	0.12	0.12
9/22/1994	2.27	1.92	0.14	0.12
9/23/1994	2.37	1.92	0.14	0.12
9/24/1994	6	6	0.58	0.58
9/25/1994	25	6	4.5	0.58
9/26/1994	13	6	1.9	0.58
9/27/1994	3.19	2.44	0.19	0.14
9/28/1994	2.75	2.44	0.16	0.14
9/29/1994	2.44	2.44	0.14	0.14
9/30/1994	2.37	2.03	0.14	0.14
10/1/1994	2.03	2.03	0.2	0.14
10/2/1994	2.24	2.03	0.2	0.14
10/3/1994	2.49	2.47	0.21	0.18
10/4/1994	2.53	2.47	0.2	0.18
10/5/1994	2.47	2.47	0.18	0.18
10/6/1994	2.37	2.37	0.17	0.16
10/7/1994	2.47	2.37	0.17	0.16
10/8/1994	2.44	2.37	0.16	0.16
10/9/1994	2.28	2.17	0.14	0.12
10/10/1994	2.26	2.17	0.13	0.12
10/11/1994	2.17	2.17	0.12	0.12
10/12/1994	2.06	2.03	0.11	0.11
10/13/1994	2.03	2.03	0.11	0.11
10/14/1994	2.13	2.03	0.11	0.11
10/15/1994	2.15	2.15	0.1	0.1
10/16/1994	2.19	2.15	0.1	0.1
10/17/1994	2.18	2.15	0.1	0.1
10/18/1994	2.25	2	0.09	0.08
10/19/1994	2.16	2	0.09	0.08
10/20/1994	2	2	0.08	0.08
10/21/1994	1.82	1.7	0.07	0.07
10/22/1994	1.73	1.7	0.07	0.07
10/23/1994	1.7	1.7	0.07	0.07
10/24/1994	1.65	1.54	0.07	0.06
10/25/1994	1.59	1.54	0.07	0.06
10/26/1994	1.54	1.54	0.06	0.06
10/27/1994	1.44	1.26	0.06	0.05
10/28/1994	1.3	1.26	0.06	0.05
10/29/1994	1.26	1.26	0.05	0.05
10/30/1994	1.22	1.15	0.05	0.05
10/31/1994	1.18	1.15	0.05	0.05
11/1/1994	1.15	1.15	0.05	0.05
11/2/1994	1.09	1.08	0.05	0.05
11/3/1994	1.08	1.08	0.05	0.05
11/4/1994	1.1	1.08	0.05	0.05
11/5/1994	1.15	1.03	0.05	0.05
11/6/1994	1.13	1.03	0.05	0.05
11/7/1994	1.03	1.03	0.05	0.05
11/8/1994	1.04	1.04	0.05	0.05
11/9/1994	1.09	1.04	0.05	0.05
11/10/1994	1.06	1.04	0.05	0.05
11/11/1994	0.98	0.95	0.04	0.04
11/12/1994	0.95	0.95	0.04	0.04
11/13/1994	1.1	0.95	0.05	0.04
11/14/1994	1.46	1.46	0.07	0.07
11/15/1994	1.48	1.46	0.07	0.07
11/16/1994	1.48	1.46	0.07	0.07
11/17/1994	1.53	1.36	0.07	0.06
11/18/1994	1.58	1.36	0.07	0.06
11/19/1994	1.36	1.36	0.06	0.06
11/20/1994	3.7	3.7	0.29	0.29
11/21/1994	14	3.7	1.8	0.29
11/22/1994	4.5	3.7	0.38	0.29
11/23/1994	1.86	1.69	0.09	0.08
11/24/1994	1.73	1.69	0.08	0.08
11/25/1994	1.69	1.69	0.08	0.08
11/26/1994	1.57	1.57	0.08	0.08
11/27/1994	10	1.57	1.2	0.08
11/28/1994	10	1.57	1.2	0.08
11/29/1994	2.03	1.75	0.1	0.09
11/30/1994	1.94	1.75	0.09	0.09
12/1/1994	1.75	1.75	0.09	0.09
12/2/1994	1.82	1.78	0.09	0.09
12/3/1994	1.81	1.78	0.09	0.09
12/4/1994	1.78	1.78	0.09	0.09
12/5/1994	1.81	1.68	0.09	0.08
12/6/1994	1.72	1.68	0.09	0.08
12/7/1994	1.68	1.68	0.08	0.08
12/8/1994	1.68	1.68	0.08	0.08
12/9/1994	1.68	1.68	0.08	0.08
12/10/1994	1.68	1.68	0.08	0.08
12/11/1994	1.6	1.56	0.08	0.08
12/12/1994	1.6	1.56	0.08	0.08
12/13/1994	1.56	1.56	0.08	0.08
12/14/1994	1.6	1.6	0.08	0.08
12/15/1994	1.6	1.6	0.08	0.08
12/16/1994	1.6	1.6	0.08	0.08
12/17/1994	1.64	1.6	0.08	0.08
12/18/1994	1.64	1.6	0.08	0.08
12/19/1994	1.6	1.6	0.08	0.08
12/20/1994	1.51	1.36	0.08	0.07
12/21/1994	1.43	1.36	0.07	0.07
12/22/1994	1.36	1.36	0.07	0.07
12/23/1994	1.3	1.25	0.06	0.06
12/24/1994	1.25	1.25	0.06	0.06
12/25/1994	1.25	1.25	0.06	0.06
12/26/1994	1.25	1.25	0.06	0.06
12/27/1994	1.31	1.25	0.07	0.06
12/28/1994	1.53	1.25	0.08	0.06
12/29/1994	1.51	1.25	0.08	0.06
12/30/1994	1.43	1.25	0.07	0.06
12/31/1994	1.25	1.25	0.06	0.06
1/1/1995	1.25	1.21	0.06	0.06
1/2/1995	1.21	1.21	0.06	0.06
1/3/1995	1.21	1.21	0.06	0.06
1/4/1995	1.21	1.17	0.06	0.06
1/5/1995	1.17	1.17	0.06	0.06
1/6/1995	1.21	1.17	0.06	0.06
1/7/1995	1.21	1.21	0.06	0.06
1/8/1995	1.21	1.21	0.06	0.06
1/9/1995	1.21	1.21	0.06	0.06
1/10/1995	1.21	1.21	0.06	0.06
1/11/1995	1.25	1.21	0.06	0.06
1/12/1995	1.25	1.21	0.06	0.06
1/13/1995	1.25	1.25	0.06	0.06
1/14/1995	1.25	1.25	0.06	0.06
1/15/1995	1.25	1.25	0.06	0.06
1/16/1995	1.25	1.25	0.06	0.06
1/17/1995	1.89	1.25	0.11	0.06
1/18/1995	4.08	1.25	0.29	0.06
1/19/1995	2.01	1.34	0.12	0.07
1/20/1995	1.43	1.34	0.07	0.07
1/21/1995	1.34	1.34	0.07	0.07
1/22/1995	1.3	1.25	0.06	0.06
1/23/1995	1.3	1.25	0.06	0.06
1/24/1995	1.25	1.25	0.06	0.06
1/25/1995	1.25	1.25	0.06	0.06
1/26/1995	1.25	1.25	0.06	0.06
1/27/1995	1.25	1.25	0.06	0.06
1/28/1995	1.25	1.25	0.06	0.06
1/29/1995	1.25	1.25	0.06	0.06
1/30/1995	1.25	1.25	0.06	0.06
1/31/1995	1.25	1.25	0.06	0.06
2/1/1995	1.25	1.25	0.06	0.06
2/2/1995	1.25	1.25	0.06	0.06
2/3/1995	1.25	1.21	0.06	0.06
2/4/1995	1.25	1.21	0.06	0.06
2/5/1995	1.21	1.21	0.06	0.06
2/6/1995	1.21	1.21	0.06	0.06
2/7/1995	1.21	1.21	0.06	0.06
2/8/1995	1.21	1.21	0.06	0.06
2/9/1995	1.21	1.17	0.06	0.06
