date	phos_tot	phos_storm	solids_tot	solids_storm	q_tot	q_storm
2/23/09	0.63	0.06	0.01	0	0.74	0.06
2/24/09	0.6	0.03	0.01	0	0.71	0.03
2/25/09	0.57	0	0.01	0	0.68	0
2/26/09	0.67	0	0.01	0	0.8	0
2/27/09	0.78	0.11	0.01	0	0.94	0.14
2/28/09	0.67	0	0.01	0	0.82	0.02
3/1/09	0.64	0.09	0.01	0	0.78	0.1
3/2/09	0.58	0.03	0.01	0	0.72	0.04
3/3/09	0.55	0	0.01	0	0.68	0
3/4/09	0.53	0.04	0.01	0	0.66	0.04
3/5/09	0.49	0	0.01	0	0.62	0
3/6/09	2.72	2.23	0.1	0.09	2	1.38
3/7/09	19.8	15.56	0.63	0.59	6.6	4.6
3/8/09	10.6	6.36	0.2	0.16	3.6	1.6
3/9/09	4.24	0	0.04	0	2	0
3/10/09	6.5	0	0.14	0	3	0
3/11/09	15.04	8.54	0.39	0.25	5	2
3/12/09	10.4	3.9	0.25	0.11	4	1
3/13/09	5.11	1.52	0.1	0.03	2.6	0.5
3/14/09	3.59	0	0.07	0	2.1	0
3/15/09	17.5	13.91	1.12	1.05	6.4	4.3
3/16/09	54	0	3.98	0	17	0
3/17/09	87.1	33.1	11.9	7.92	26	9
3/18/09	149	95	13.1	9.12	55.97	38.97
3/19/09	33	25.2	0.63	0.43	20.44	13.2
3/20/09	11.1	3.3	0.26	0.06	9.34	2.1
3/21/09	7.8	0	0.2	0	7.24	0
3/22/09	12.1	2.6	0.29	0.07	9.86	1.55
3/23/09	9.5	0	0.22	0	8.31	0
3/24/09	15.1	5.6	0.62	0.4	12.09	3.78
3/25/09	72.5	62.92	2.36	2.17	36.42	27.94
3/26/09	24.5	14.92	0.52	0.33	15.58	7.1
3/27/09	9.58	0	0.19	0	8.48	0
3/28/09	4.78	2.08	0.08	0.03	5.09	1.75
3/29/09	3.32	0.62	0.06	0.01	3.91	0.57
3/30/09	2.7	0	0.05	0	3.34	0
3/31/09	2.9	0	0.05	0	3.51	0
4/1/09	8.5	5.6	0.19	0.14	7.68	4.17
4/2/09	5.6	2.7	0.12	0.07	5.7	2.19
4/3/09	3.2	1.59	0.06	0.03	3.83	1.48
4/4/09	2.05	0.44	0.04	0.01	2.92	0.57
4/5/09	1.61	0	0.03	0	2.35	0
4/6/09	1.25	0.5	0.02	0.01	1.87	0.73
4/7/09	0.95	0.2	0.02	0.01	1.45	0.31
4/8/09	0.75	0	0.01	0	1.14	0
4/9/09	0.66	0.21	0.01	0	1.01	0.32
4/10/09	0.56	0.11	0.01	0	0.85	0.16
4/11/09	0.45	0	0.01	0	0.69	0
4/12/09	0.39	0.02	0.01	0	0.59	0.02
4/13/09	0.39	0.02	0.01	0	0.59	0.02
4/14/09	0.37	0	0.01	0	0.57	0
4/15/09	0.31	0.07	0	0	0.47	0.11
4/16/09	0.24	0	0	0	0.37	0.01
4/17/09	0.24	0	0	0	0.36	0
4/18/09	0.22	0	0	0	0.33	0
4/19/09	0.26	0.04	0	0	0.4	0.07
4/20/09	1.94	1.72	0.03	0.03	2.44	2.11
4/21/09	67.5	46.5	2.96	2.69	37.02	25.06
4/22/09	86.5	65.5	3.44	3.17	37.04	25.08
4/23/09	21	0	0.27	0	11.96	0
4/24/09	8.69	0	0.09	0	6.39	0
4/25/09	28.1	19.41	1.12	1.03	16.45	10.06
4/26/09	406	397.31	54.1	54.01	127.56	121.17
4/27/09	163	153.97	10.4	10.26	62.8	54.59
4/28/09	30.8	21.77	0.69	0.55	18.43	10.22
4/29/09	9.03	0	0.14	0	8.21	0
4/30/09	3.63	2.13	0.06	0.03	4.8	2.33
5/1/09	2.25	0.75	0.04	0.01	3.42	0.95
5/2/09	1.5	0	0.03	0	2.47	0
5/3/09	1.05	0.52	0.02	0.01	1.87	0.75
5/4/09	0.74	0.21	0.02	0.01	1.44	0.32
5/5/09	0.53	0	0.01	0	1.12	0
5/6/09	0.46	0.07	0.01	0	1.04	0.18
5/7/09	0.46	0.07	0.01	0	1.02	0.16
5/8/09	0.39	0	0.01	0	0.86	0
5/9/09	0.37	0.04	0.01	0	0.82	0.09
5/10/09	0.34	0.01	0.01	0	0.75	0.02
5/11/09	0.33	0	0.01	0	0.73	0
5/12/09	0.25	0.01	0	0	0.53	0.01
5/13/09	0.24	0	0	0	0.52	0
5/14/09	0.51	0.27	0.01	0.01	1.08	0.56
5/15/09	0.62	0.33	0.01	0.01	1.31	0.71
5/16/09	0.44	0.15	0.01	0.01	0.92	0.32
5/17/09	0.29	0	0	0	0.6	0
5/18/09	0.22	0.07	0	0	0.46	0.16
5/19/09	0.19	0.04	0	0	0.4	0.1
5/20/09	0.15	0	0	0	0.3	0
5/21/09	0.11	0.04	0	0	0.23	0.09
5/22/09	0.08	0.01	0	0	0.17	0.03
5/23/09	0.07	0	0	0	0.14	0
5/24/09	0.06	0.01	0	0	0.13	0.03
5/25/09	0.05	0	0	0	0.1	0
5/26/09	0.11	0.06	0	0	0.22	0.12
5/27/09	19.2	0	1.01	0.11	11.7	0
5/28/09	138	118.8	5.17	4.27	53.78	42.08
5/29/09	37.4	18.2	0.9	0	16.37	4.67
5/30/09	9.08	7.58	0.12	0.11	5.45	4.14
5/31/09	3.04	1.54	0.03	0.02	2.21	0.9
6/1/09	1.5	0	0.01	0	1.31	0
6/2/09	0.9	0.54	0.01	0.01	0.9	0.44
6/3/09	0.58	0.22	0.01	0.01	0.65	0.19
6/4/09	0.36	0	0	0	0.46	0
6/5/09	0.2	0.08	0	0	0.28	0.08
6/6/09	0.12	0	0	0	0.2	0
6/7/09	0.8	0.68	0.02	0.02	1.52	1.32
6/8/09	610	574.8	122	121.51	146.86	128.43
6/9/09	270	234.8	23.3	22.81	84.86	66.43
6/10/09	35.2	0	0.49	0	18.43	0
6/11/09	11.9	9.93	0.11	0.09	7.3	5.69
6/12/09	4.3	2.33	0.04	0.02	3.05	1.44
6/13/09	1.97	0	0.02	0	1.61	0
6/14/09	2.2	0.9	0.04	0.02	1.9	0.62
6/15/09	8.7	7.4	0.19	0.17	5.58	4.3
6/16/09	1.3	0	0.02	0	1.28	0
6/17/09	0.55	0.33	0.01	0.01	0.58	0.34
6/18/09	0.33	0.11	0	0	0.34	0.1
6/19/09	0.22	0	0	0	0.24	0
6/20/09	0.15	0.06	0	0	0.16	0.06
6/21/09	0.1	0.01	0	0	0.11	0.01
6/22/09	0.09	0	0	0	0.1	0
6/23/09	0.1	0.1	0	0	0.1	0.1
6/24/09	0.02	0.02	0	0	0.02	0.02
6/25/09	0	0	0	0	0	0
6/26/09	0	0	0	0	0	0
6/27/09	0	0	0	0	0	0
6/28/09	0	0	0	0	0	0
6/29/09	0	0	0	0	0	0
6/30/09	0	0	0	0	0	0
7/1/09	0	0	0	0	0	0
7/2/09	0	0	0	0	0	0
7/3/09	0	0	0	0	0	0
7/4/09	0	0	0	0	0	0
7/5/09	0	0	0	0	0	0
7/6/09	0	0	0	0	0	0
7/7/09	0	0	0	0	0	0
7/8/09	0	0	0	0	0	0
7/9/09	0	0	0	0	0	0
7/10/09	0	0	0	0	0	0
7/11/09	0	0	0	0	0	0
7/12/09	0	0	0	0	0	0
7/13/09	0	0	0	0	0	0
7/14/09	0	0	0	0	0	0
7/15/09	0	0	0	0	0	0
7/16/09	0	0	0	0	0	0
7/17/09	0	0	0	0	0	0
7/18/09	0	0	0	0	0	0
7/19/09	0	0	0	0	0	0
7/20/09	0	0	0	0	0	0
7/21/09	0	0	0	0	0	0
7/22/09	0	0	0	0	0	0
7/23/09	0	0	0	0	0	0
7/24/09	0	0	0	0	0	0
7/25/09	0	0	0	0	0	0
7/26/09	0	0	0	0	0	0
7/27/09	0	0	0	0	0	0
7/28/09	0	0	0	0	0	0
7/29/09	0	0	0	0	0	0
7/30/09	0	0	0	0	0	0
7/31/09	0	0	0	0	0	0
8/1/09	0	0	0	0	0	0
8/2/09	0	0	0	0	0	0
8/3/09	0	0	0	0	0	0
8/4/09	0	0	0	0	0	0
8/5/09	0	0	0	0	0	0
8/6/09	0	0	0	0	0	0
8/7/09	0	0	0	0	0	0
8/8/09	0	0	0	0	0	0
8/9/09	0	0	0	0	0	0
8/10/09	0	0	0	0	0	0
8/11/09	0	0	0	0	0	0
8/12/09	0	0	0	0	0	0
8/13/09	0	0	0	0	0	0
8/14/09	0	0	0	0	0	0
8/15/09	0	0	0	0	0	0
8/16/09	0	0	0	0	0	0
8/17/09	0	0	0	0	0	0
8/18/09	0	0	0	0	0	0
8/19/09	0	0	0	0	0	0
8/20/09	0	0	0	0	0	0
8/21/09	0	0	0	0	0	0
8/22/09	0	0	0	0	0	0
8/23/09	0	0	0	0	0	0
8/24/09	0	0	0	0	0	0
8/25/09	0	0	0	0	0	0
8/26/09	0	0	0	0	0	0
8/27/09	0	0	0	0	0	0
8/28/09	0	0	0	0	0	0
8/29/09	0	0	0	0	0	0
8/30/09	0	0	0	0	0	0
8/31/09	0	0	0	0	0	0
9/1/09	0	0	0	0	0	0
9/2/09	0	0	0	0	0	0
9/3/09	0	0	0	0	0	0
9/4/09	0	0	0	0	0	0
9/5/09	0	0	0	0	0	0
9/6/09	0	0	0	0	0	0
9/7/09	0	0	0	0	0	0
9/8/09	0	0	0	0	0	0
9/9/09	0	0	0	0	0	0
9/10/09	0	0	0	0	0	0
9/11/09	0	0	0	0	0	0
9/12/09	0	0	0	0	0	0
9/13/09	0	0	0	0	0	0
9/14/09	0	0	0	0	0	0
9/15/09	0	0	0	0	0	0
9/16/09	0	0	0	0	0	0
9/17/09	0	0	0	0	0	0
9/18/09	0	0	0	0	0	0
9/19/09	0	0	0	0	0	0
9/20/09	0	0	0	0	0	0
9/21/09	0	0	0	0	0	0
9/22/09	0	0	0	0	0	0
9/23/09	0	0	0	0	0	0
9/24/09	0	0	0	0	0	0
9/25/09	0	0	0	0	0	0
9/26/09	0	0	0	0	0	0
9/27/09	0	0	0	0	0	0
9/28/09	0	0	0	0	0	0
9/29/09	0	0	0	0	0	0
9/30/09	0	0	0	0	0	0
